icd10,icd10_3,title,chapter_number,chapter_title,block_title
"A505","A50","Other late congenital syphilis, symptomatic",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A506","A50","Late congenital syphilis, latent",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A507","A50","Late congenital syphilis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A509","A50","Congenital syphilis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A51","A51","Early syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A510","A51","Primary genital syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A511","A51","Primary anal syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A512","A51","Primary syphilis of other sites",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A513","A51","Secondary syphilis of skin and mucous membranes",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A514","A51","Other secondary syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A515","A51","Early syphilis, latent",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A519","A51","Early syphilis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A52","A52","Late syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A520","A52","Cardiovascular syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A521","A52","Symptomatic neurosyphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A522","A52","Asymptomatic neurosyphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A523","A52","Neurosyphilis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A527","A52","Other symptomatic late syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A528","A52","Late syphilis, latent",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A529","A52","Late syphilis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A53","A53","Other and unspecified syphilis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A530","A53","Latent syphilis, unspecified as early or late",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A539","A53","Syphilis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A54","A54","Gonococcal infection",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A540","A54","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A541","A54","Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A542","A54","Gonococcal pelviperitonitis and other gonococcal genitourinary infections",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A543","A54","Gonococcal infection of eye",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A544","A54","Gonococcal infection of musculoskeletal system",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A545","A54","Gonococcal pharyngitis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A546","A54","Gonococcal infection of anus and rectum",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A548","A54","Other gonococcal infections",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A549","A54","Gonococcal infection, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A55","A55","Chlamydial lymphogranuloma (venereum)",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A56","A56","Other sexually transmitted chlamydial diseases",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A560","A56","Chlamydial infection of lower genitourinary tract",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A561","A56","Chlamydial infection of pelviperitoneum and other genitourinary organs",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A562","A56","Chlamydial infection of genitourinary tract, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A563","A56","Chlamydial infection of anus and rectum",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A564","A56","Chlamydial infection of pharynx",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A568","A56","Sexually transmitted chlamydial infection of other sites",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A57","A57","Chancroid",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A58","A58","Granuloma inguinale",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A59","A59","Trichomoniasis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A590","A59","Urogenital trichomoniasis",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A598","A59","Trichomoniasis of other sites",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A599","A59","Trichomoniasis, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A60","A60","Anogenital herpesviral [herpes simplex] infection",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A600","A60","Herpesviral infection of genitalia and urogenital tract",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A601","A60","Herpesviral infection of perianal skin and rectum",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A609","A60","Anogenital herpesviral infection, unspecified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A63","A63","Other predominantly sexually transmitted diseases, not elsewhere classified",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A630","A63","Anogenital (venereal) warts",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A638","A63","Other specified predominantly sexually transmitted diseases",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A64","A64","Unspecified sexually transmitted disease",1,"Certain infectious and parasitic diseases","Infections with a predominantly sexual mode of transmission"
"A65","A65","Nonvenereal syphilis",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A66","A66","Yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A660","A66","Initial lesions of yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A661","A66","Multiple papillomata and wet crab yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A662","A66","Other early skin lesions of yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A663","A66","Hyperkeratosis of yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A664","A66","Gummata and ulcers of yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A665","A66","Gangosa",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A666","A66","Bone and joint lesions of yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A667","A66","Other manifestations of yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A668","A66","Latent yaws",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A669","A66","Yaws, unspecified",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A67","A67","Pinta [carate]",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A670","A67","Primary lesions of pinta",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A671","A67","Intermediate lesions of pinta",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A672","A67","Late lesions of pinta",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A673","A67","Mixed lesions of pinta",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A679","A67","Pinta, unspecified",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A68","A68","Relapsing fevers",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A680","A68","Louse-borne relapsing fever",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A681","A68","Tick-borne relapsing fever",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A689","A68","Relapsing fever, unspecified",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A69","A69","Other spirochaetal infections",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
"A690","A69","Necrotizing ulcerative stomatitis",1,"Certain infectious and parasitic diseases","Other spirochaetal diseases"
